id,name,height,weight,hp,attack,defense,s_attack,s_defense,speed,type,evo_set,info,total_stats,physical_bias,offensive_bias,stat_variance,weight_height_ratio,evo_set_size,hp_category,attack_category,defense_category,s_attack_category,s_defense_category,speed_category,total_stats_category
112,rhydon,19,1200,105,130,120,45,45,40,"{ground,rock}",50,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.",485,2.7777777777777777,1.0606060606060606,1461.8055555555557,63.1578947368421,3,High,High,High,Very Low,Very Low,Very Low,High
113,chansey,11,346,250,5,5,35,105,50,{normal},51,A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.,450,0.07142857142857142,0.36363636363636365,7258.333333333333,31.454545454545453,3,High,Very Low,Very Low,Very Low,High,Low,Medium
114,tangela,10,350,65,55,115,100,40,60,{grass},52,The whole body is swathed with wide vines that are similar to sea­ weed. Its vines shake as it walks.,435,1.2142857142857142,1.0,689.5833333333334,35.0,2,Low,Very Low,High,High,Very Low,Low,Medium
115,kangaskhan,22,800,105,95,80,40,80,90,{normal},53,The infant rarely ventures out of its mother's protective pouch until it is 3 years old.,490,1.4583333333333333,0.84375,422.22222222222223,36.36363636363637,1,High,Medium,Medium,Very Low,Medium,High,High
116,horsea,4,80,30,40,70,70,25,60,{water},54,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.,295,1.1578947368421053,1.1578947368421053,336.80555555555554,20.0,3,Very Low,Very Low,Low,Medium,Very Low,Low,Very Low
117,seadra,12,250,55,65,95,95,45,85,{water},54,Capable of swim­ ming backwards by rapidly flapping its wing-like pectoral fins and stout tail.,440,1.1428571428571428,1.1428571428571428,380.5555555555556,20.833333333333332,3,Low,Low,High,High,Very Low,Medium,Medium
118,goldeen,6,150,45,67,60,35,50,63,{water},55,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen.",320,1.4941176470588236,0.9272727272727272,123.55555555555554,25.0,2,Very Low,Low,Low,Very Low,Very Low,Low,Low
119,seaking,13,390,80,92,65,65,80,68,{water},55,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",450,1.0827586206896551,1.0827586206896551,98.0,30.0,2,Medium,Medium,Low,Low,Medium,Medium,Medium
120,staryu,8,345,30,45,55,70,55,85,{water},56,"If its body is torn, it can grow back if the red core remains. The core flashes at midnight.",340,0.8,1.0454545454545454,305.5555555555556,43.125,2,Very Low,Very Low,Low,Medium,Low,Medium,Low
121,starmie,11,800,60,75,85,100,85,115,"{water,psychic}",56,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,520,0.8648648648648649,1.0294117647058822,305.5555555555556,72.72727272727273,2,Low,Low,Medium,High,Medium,High,High
122,mr-mime,13,545,40,45,65,100,120,90,"{psychic,fairy}",57,"If interrupted while it is miming, it will slap around the offender with its broad hands.",460,0.5,0.7837837837837838,847.2222222222222,41.92307692307692,3,Very Low,Very Low,Low,High,High,High,Medium
123,scyther,15,560,70,110,80,55,80,105,"{bug,flying}",58,"With ninja-like agility and speed, it can create the illusion that there is more than one.",500,1.4074074074074074,1.03125,363.88888888888886,37.333333333333336,3,Medium,High,Medium,Low,Medium,High,High
124,jynx,14,406,65,50,35,115,95,95,"{ice,psychic}",59,It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.,455,0.40476190476190477,1.2692307692307692,786.8055555555555,29.0,2,Low,Very Low,Very Low,High,High,High,Medium
125,electabuzz,11,300,65,83,57,95,85,105,{electric},60,"Normally found near power plants, they can wander away and cause major blackouts in cities.",490,0.7777777777777778,1.2535211267605635,270.22222222222223,27.272727272727273,3,Low,Medium,Low,High,Medium,High,High
126,magmar,13,445,65,95,57,100,85,93,{fire},61,Its body always burns with an orange glow that enables it to hide perfectly among flames.,495,0.8216216216216217,1.3732394366197183,255.91666666666666,34.23076923076923,3,Low,Medium,Low,High,Medium,High,High
127,pinsir,15,550,65,125,100,55,70,85,{bug},62,"If it fails to crush the victim in its pincers, it will swing it around and toss it hard.",500,1.8,1.0588235294117647,555.5555555555555,36.666666666666664,1,Low,High,High,Low,Medium,Medium,High
128,tauros,14,884,75,100,95,40,70,110,{normal},63,"When it targets an enemy, it charges furiously while whipping its body with its long tails.",490,1.7727272727272727,0.8484848484848485,538.8888888888888,63.142857142857146,1,Medium,Medium,High,Very Low,Medium,High,High
129,magikarp,9,100,20,10,55,15,20,80,{water},64,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",200,1.8571428571428572,0.3333333333333333,647.2222222222222,11.11111111111111,2,Very Low,Very Low,Low,Very Low,Very Low,Medium,Very Low
130,gyarados,65,2350,95,125,79,60,100,81,"{water,flying}",64,"Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm.",540,1.275,1.0335195530726258,408.6666666666667,36.15384615384615,2,High,High,Medium,Low,High,Medium,Very High
131,lapras,25,2200,130,85,80,85,95,60,"{water,ice}",65,A POKéMON that has been over­ hunted almost to extinction. It can ferry people across the water.,535,0.9166666666666666,0.9714285714285714,445.13888888888886,88.0,1,High,Medium,Medium,Medium,High,Low,Very High
132,ditto,3,40,48,48,48,48,48,48,{normal},66,Capable of copying an enemy's genetic code to instantly transform itself into a duplicate of the enemy.,288,1.0,1.0,0.0,13.333333333333334,1,Very Low,Very Low,Very Low,Low,Very Low,Low,Very Low
133,eevee,3,65,55,55,50,45,65,55,{normal},67,Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONEs.,325,0.9545454545454546,0.8695652173913043,36.80555555555555,21.666666666666668,9,Low,Very Low,Very Low,Very Low,Low,Low,Low
134,vaporeon,10,290,130,65,60,110,95,65,{water},67,Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid's.,525,0.6097560975609756,1.1290322580645162,689.5833333333334,29.0,9,High,Low,Low,High,High,Low,High
135,jolteon,8,245,65,65,60,110,95,130,{electric},67,It accumulates negative ions in the atmosphere to blast out 10000- volt lightning bolts.,525,0.6097560975609756,1.1290322580645162,689.5833333333334,30.625,9,Low,Low,Low,High,High,High,High
136,flareon,9,250,65,130,60,95,110,65,{fire},67,"When storing thermal energy in its body, its temperature could soar to over 1600 degrees.",525,0.926829268292683,1.3235294117647058,689.5833333333334,27.77777777777778,9,Low,High,Low,High,High,Low,High
137,porygon,8,365,65,60,70,85,75,40,{normal},68,A POKéMON that consists entirely of programming code. Capable of moving freely in cyberspace.,395,0.8125,1.0,195.1388888888889,45.625,3,Low,Low,Low,Medium,Medium,Very Low,Low
138,omanyte,4,75,35,40,100,90,55,35,"{rock,water}",69,"Although long extinct, in rare cases, it can be genetically resurrected from fossils.",355,0.9655172413793104,0.8387096774193549,695.1388888888888,18.75,2,Very Low,Very Low,High,Medium,Low,Very Low,Low
139,omastar,10,350,70,60,125,115,70,55,"{rock,water}",69,A prehistoric POKéMON that died out when its heavy shell made it impossible to catch prey.,495,1.0,0.8974358974358975,739.5833333333334,35.0,2,Medium,Low,High,High,Medium,Low,High
140,kabuto,5,115,30,80,90,55,45,55,"{rock,water}",70,A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.,355,1.7,1.0,411.80555555555566,23.0,2,Very Low,Medium,Medium,Low,Very Low,Low,Low
141,kabutops,13,405,60,115,105,65,70,80,"{rock,water}",70,Its sleek shape is perfect for swim­ ming. It slashes prey with its claws and drains the body fluids.,495,1.6296296296296295,1.0285714285714285,422.9166666666667,31.153846153846153,2,Low,High,High,Low,Medium,Medium,High
142,aerodactyl,18,590,80,105,65,60,75,130,"{rock,flying}",71,A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.,515,1.2592592592592593,1.1785714285714286,595.1388888888888,32.77777777777778,1,Medium,High,Low,Low,Medium,High,High
143,snorlax,21,4600,160,110,65,65,110,30,{normal},72,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",540,1.0,1.0,1758.3333333333333,219.04761904761904,2,High,High,Low,Low,High,Very Low,Very High
144,articuno,17,554,90,85,100,95,125,85,"{ice,flying}",73,A legendary bird POKéMON that is said to appear to doomed people who are lost in icy mountains.,580,0.8409090909090909,0.8,188.8888888888889,32.588235294117645,1,High,Medium,High,High,High,Medium,Very High
145,zapdos,16,526,90,90,85,125,90,100,"{electric,flying}",74,A legendary bird POKéMON that is said to appear from clouds while dropping enormous lightning bolts.,580,0.813953488372093,1.2285714285714286,180.55555555555557,32.875,1,High,Medium,Medium,High,High,High,Very High
146,moltres,20,600,90,100,90,125,85,90,"{fire,flying}",75,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.,580,0.9047619047619048,1.2857142857142858,180.55555555555557,30.0,1,High,Medium,Medium,High,Medium,High,Very High
147,dratini,18,33,41,64,45,50,50,50,{dragon},76,Long considered a mythical POKéMON until recently when a small colony was found living underwater.,300,1.09,1.2,50.333333333333336,1.8333333333333333,3,Very Low,Low,Very Low,Low,Very Low,Low,Very Low
148,dragonair,40,165,61,84,65,70,70,70,{dragon},76,A mystical POKéMON that exudes a gentle aura. Has the ability to change climate conditions.,420,1.0642857142857143,1.1407407407407408,50.333333333333336,4.125,3,Low,Medium,Low,Medium,Medium,Medium,Medium
149,dragonite,22,2100,91,134,95,100,100,80,"{dragon,flying}",76,An extremely rarely seen marine POKéMON. Its intelligence is said to match that of humans.,600,1.145,1.2,277.0,95.45454545454545,3,High,High,High,High,High,Medium,Very High
150,mewtwo,20,1220,106,110,90,154,90,130,{psychic},77,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.,680,0.819672131147541,1.4666666666666666,514.2222222222223,61.0,1,High,High,Medium,High,High,High,Very High
151,mew,4,40,100,100,100,100,100,100,{psychic},78,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.,600,1.0,1.0,0.0,10.0,1,High,Medium,High,High,High,High,Very High
152,chikorita,9,64,45,49,65,49,65,45,{grass},79,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up the sun's rays.,318,1.0,0.7538461538461538,74.66666666666667,7.111111111111111,3,Very Low,Very Low,Low,Low,Low,Very Low,Low
153,bayleef,12,158,60,62,80,63,80,60,{grass},79,"The scent of spices comes from around its neck. Somehow, sniffing it makes you want to fight.",405,0.993006993006993,0.78125,79.25,13.166666666666666,3,Low,Low,Medium,Low,Medium,Low,Low
154,meganium,18,1005,80,82,100,83,100,80,{grass},79,The aroma that rises from its petals contains a substance that calms aggressive feelings.,525,0.994535519125683,0.825,79.25,55.833333333333336,3,Medium,Medium,High,Medium,High,Medium,High
155,cyndaquil,5,79,39,52,43,60,50,65,{fire},80,"It has a timid nature. If it is startled, the flames on its back burn more vigorously.",309,0.8636363636363636,1.2043010752688172,80.91666666666667,15.8,3,Very Low,Very Low,Very Low,Low,Very Low,Low,Very Low
156,quilava,9,190,58,64,58,80,65,80,{fire},80,Be careful if it turns its back during battle. It means that it will attack with the fire on its back.,405,0.8413793103448276,1.170731707317073,85.25,21.11111111111111,3,Low,Low,Low,Medium,Low,Medium,Low
157,typhlosion,17,795,78,84,78,109,85,100,{fire},80,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames.",534,0.8350515463917526,1.1840490797546013,134.0,46.76470588235294,3,Medium,Medium,Medium,High,Medium,High,Very High
158,totodile,6,95,50,65,64,44,48,43,{water},81,Its well-developed jaws are powerful and capable of crushing anything. Even its trainer must be careful.,314,1.4021739130434783,0.9732142857142857,79.55555555555556,15.833333333333334,3,Very Low,Low,Low,Very Low,Very Low,Very Low,Low
159,croconaw,11,250,65,80,80,59,63,58,{water},81,"If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth.",405,1.3114754098360655,0.972027972027972,83.58333333333333,22.727272727272727,3,Low,Medium,Medium,Low,Low,Low,Low
160,feraligatr,23,888,85,105,100,79,83,78,{water},81,"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up.",530,1.2654320987654322,1.005464480874317,107.8888888888889,38.608695652173914,3,Medium,High,High,Medium,Medium,Medium,Very High
161,sentret,8,60,35,46,34,35,45,20,{normal},82,"A very cautious POKéMON, it raises itself up using its tail to get a better view of its surroundings.",215,1.0,1.0253164556962024,73.80555555555556,7.5,2,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
162,furret,18,325,85,76,64,45,55,90,{normal},82,It makes a nest to suit its long and skinny body. The nest is impossible for other POKéMON to enter.,415,1.4,1.0168067226890756,257.1388888888889,18.055555555555557,2,Medium,Medium,Low,Very Low,Low,High,Medium
163,hoothoot,7,212,60,30,30,36,56,50,"{normal,flying}",83,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen.",262,0.6521739130434783,0.7674418604651163,148.55555555555554,30.285714285714285,2,Low,Very Low,Very Low,Very Low,Low,Low,Very Low
164,noctowl,16,408,100,50,50,86,96,70,"{normal,flying}",83,Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.,452,0.5494505494505495,0.9315068493150684,410.2222222222222,25.5,2,High,Very Low,Very Low,Medium,High,Medium,Medium
165,ledyba,10,108,40,20,30,40,80,55,"{bug,flying}",84,It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.,265,0.4166666666666667,0.5454545454545454,370.1388888888889,10.8,2,Very Low,Very Low,Very Low,Very Low,Medium,Low,Very Low
166,ledian,14,356,55,35,50,55,110,85,"{bug,flying}",84,"When the stars flicker in the night sky, it flutters about, scattering a glowing powder.",390,0.5151515151515151,0.5625,625.0,25.428571428571427,2,Low,Very Low,Very Low,Low,High,Medium,Low
167,spinarak,5,85,40,60,40,40,40,30,"{bug,poison}",85,"It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close.",250,1.25,1.25,80.55555555555556,17.0,2,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low
168,ariados,11,335,70,90,70,60,70,40,"{bug,poison}",85,It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.,400,1.2307692307692308,1.0714285714285714,222.2222222222222,30.454545454545453,2,Medium,Medium,Low,Low,Medium,Very Low,Low
169,crobat,18,750,85,90,80,70,80,130,"{poison,flying}",17,It flies so si­ lently through the dark on its four wings that it may not be noticed even when nearby.,535,1.1333333333333333,1.0,370.13888888888886,41.666666666666664,3,Medium,Medium,Medium,Medium,Medium,High,Very High
170,chinchou,5,120,75,38,38,56,56,67,"{water,electric}",86,Chinchou blink their shining antennae at one another to claim their respective turf.,330,0.6785714285714286,1.0,187.33333333333334,24.0,2,Medium,Very Low,Very Low,Low,Low,Medium,Low
171,lanturn,12,225,125,58,58,76,76,67,"{water,electric}",86,The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.,460,0.7631578947368421,1.0,521.2222222222223,18.75,2,High,Low,Low,Medium,Medium,Medium,Medium
172,pichu,3,20,20,40,15,35,35,60,{electric},10,It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.,205,0.7857142857142857,1.5,211.80555555555557,6.666666666666667,3,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low
173,cleffa,3,30,50,25,28,45,55,15,{fairy},14,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor.",218,0.53,0.8433734939759037,210.55555555555554,10.0,3,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low
174,igglybuff,3,10,90,30,15,40,20,15,"{normal,fairy}",16,"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop.",210,0.75,2.0,683.3333333333334,3.3333333333333335,3,High,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
